source,north,east,west,south,ne,all_india,total_generation,%_north,%_east,%_west,%_south,%_ne,gen_x-1,gen_x-7,gen_x-30,ma_x-7,ma_x-30,date,date,year,month,day,dayofweek,is_weekend
Hydro,126.0,52.0,47.0,79.0,3.0,308,307.0,40.909090909090914,16.883116883116884,15.259740259740258,25.649350649350648,0.974025974025974,38.0,2552.0,292.0,895.0,972.1333333333333,2013-04-10,2013-04-10,2013,4,10,2,0
Total,669.0,325.0,883.0,717.0,27.0,2620,2621.0,25.53435114503817,12.404580152671755,33.70229007633588,27.36641221374046,1.0305343511450382,308.0,2624.0,2526.0,894.4285714285714,975.2666666666667,2013-04-10,2013-04-10,2013,4,10,2,0
Wind Gen(MU),2.0,0.0,18.0,18.0,0.0,39,38.0,5.128205128205128,0.0,46.15384615384615,46.15384615384615,0.0,2620.0,47.0,34.0,893.2857142857143,975.4333333333333,2013-04-10,2013-04-10,2013,4,10,2,0
Total,692.0,327.0,873.0,709.0,27.0,2628,2628.0,26.331811263318112,12.442922374429223,33.21917808219178,26.97869101978691,1.0273972602739725,39.0,298.0,300.0,1226.142857142857,1053.0333333333333,2013-04-11,2013-04-11,2013,4,11,3,0
Wind Gen(MU),4.0,0.0,19.0,18.0,0.0,41,41.0,9.75609756097561,0.0,46.34146341463415,43.90243902439025,0.0,2628.0,303.0,2575.0,1188.7142857142858,968.5666666666667,2013-04-11,2013-04-11,2013,4,11,3,0
Hydro,122.0,44.0,43.0,75.0,4.0,289,288.0,42.21453287197232,15.22491349480969,14.878892733564014,25.951557093425603,1.384083044982699,41.0,2647.0,48.0,851.8571428571429,976.6,2013-04-11,2013-04-11,2013,4,11,3,0
Hydro,123.0,39.0,49.0,69.0,4.0,284,284.0,43.309859154929576,13.732394366197184,17.253521126760564,24.295774647887324,1.4084507042253522,289.0,38.0,48.0,887.0,984.4666666666667,2013-04-12,2013-04-12,2013,4,12,4,0
Wind Gen(MU),3.0,0.0,26.0,9.0,0.0,39,38.0,7.6923076923076925,0.0,66.66666666666666,23.076923076923077,0.0,284.0,308.0,2558.0,848.5714285714286,900.5,2013-04-12,2013-04-12,2013,4,12,4,0
Total,699.0,320.0,881.0,715.0,28.0,2643,2643.0,26.4472190692395,12.107453651153993,33.33333333333333,27.052591751797202,1.0594021944759744,39.0,2620.0,290.0,851.8571428571429,978.9333333333333,2013-04-12,2013-04-12,2013,4,12,4,0
Wind Gen(MU),2.0,0.0,24.0,10.0,0.0,36,36.0,5.555555555555555,0.0,66.66666666666666,27.77777777777778,0.0,2643.0,39.0,2551.0,851.4285714285714,895.1,2013-04-13,2013-04-13,2013,4,13,5,1
Hydro,121.0,35.0,53.0,65.0,4.0,278,278.0,43.52517985611511,12.589928057553957,19.06474820143885,23.381294964028775,1.4388489208633095,36.0,2628.0,299.0,515.7142857142857,894.4,2013-04-13,2013-04-13,2013,4,13,5,1
Total,694.0,316.0,874.0,715.0,28.0,2626,2627.0,26.428027418126426,12.033511043412034,33.28255902513328,27.22772277227723,1.0662604722010662,278.0,41.0,31.0,885.0,980.9,2013-04-13,2013-04-13,2013,4,13,5,1
Hydro,124.0,35.0,31.0,49.0,3.0,242,242.0,51.2396694214876,14.46280991735537,12.8099173553719,20.24793388429752,1.2396694214876034,2626.0,289.0,2586.0,878.2857142857143,902.7666666666667,2013-04-14,2013-04-14,2013,4,14,6,1
Total,684.0,285.0,830.0,717.0,26.0,2542,2542.0,26.90794649881983,11.211644374508262,32.65145554681354,28.206136900078675,1.0228166797797011,242.0,284.0,297.0,1200.857142857143,977.6,2013-04-14,2013-04-14,2013,4,14,6,1
Wind Gen(MU),3.0,0.0,23.0,15.0,0.0,41,41.0,7.317073170731707,0.0,56.09756097560976,36.58536585365854,0.0,2542.0,39.0,42.0,1201.142857142857,977.5666666666667,2013-04-14,2013-04-14,2013,4,14,6,1
Hydro,134.0,46.0,33.0,50.0,3.0,266,266.0,50.37593984962406,17.293233082706767,12.406015037593985,18.796992481203006,1.1278195488721803,41.0,2643.0,41.0,861.5714285714286,985.0666666666667,2013-04-15,2013-04-15,2013,4,15,0,0
Total,717.0,304.0,878.0,709.0,24.0,2632,2632.0,27.241641337386017,11.55015197568389,33.358662613981764,26.93768996960486,0.911854103343465,266.0,36.0,2566.0,1232.4285714285713,987.2666666666667,2013-04-15,2013-04-15,2013,4,15,0,0
Wind Gen(MU),5.0,0.0,32.0,41.0,0.0,78,78.0,6.41025641025641,0.0,41.02564102564102,52.56410256410257,0.0,2632.0,278.0,303.0,1203.857142857143,979.7666666666667,2013-04-15,2013-04-15,2013,4,15,0,0
Wind Gen(MU),15.0,0.0,41.0,44.0,0.0,99,100.0,15.151515151515152,0.0,41.41414141414141,44.44444444444444,0.0,78.0,2626.0,61.0,842.8571428571429,981.0333333333333,2013-04-16,2013-04-16,2013,4,16,1,0
Hydro,140.0,31.0,40.0,55.0,4.0,269,270.0,52.04460966542751,11.524163568773234,14.869888475836431,20.44609665427509,1.486988847583643,99.0,242.0,2588.0,846.7142857142857,903.7333333333333,2013-04-16,2013-04-16,2013,4,16,1,0
Total,718.0,314.0,880.0,732.0,27.0,2671,2671.0,26.88131785847997,11.755896667914639,32.94646199925121,27.40546611755897,1.010857356795208,269.0,2542.0,285.0,865.1428571428571,983.2666666666667,2013-04-16,2013-04-16,2013,4,16,1,0
Wind Gen(MU),7.0,0.0,35.0,42.0,0.0,84,84.0,8.333333333333332,0.0,41.66666666666667,50.0,0.0,2671.0,41.0,265.0,871.2857142857143,977.2333333333333,2013-04-17,2013-04-17,2013,4,17,2,0
Hydro,143.0,38.0,45.0,64.0,5.0,295,295.0,48.47457627118644,12.88135593220339,15.254237288135593,21.694915254237287,1.694915254237288,84.0,266.0,53.0,875.4285714285714,985.3,2013-04-17,2013-04-17,2013,4,17,2,0
Total,729.0,302.0,886.0,721.0,27.0,2665,2665.0,27.354596622889304,11.332082551594747,33.24577861163227,27.054409005628514,1.0131332082551596,295.0,2632.0,2552.0,880.1428571428571,989.0666666666667,2013-04-17,2013-04-17,2013,4,17,2,0
Hydro,143.0,40.0,48.0,65.0,6.0,302,302.0,47.35099337748344,13.245033112582782,15.894039735099339,21.52317880794702,1.9867549668874174,2665.0,78.0,2624.0,912.1428571428571,911.6666666666666,2013-04-18,2013-04-18,2013,4,18,3,0
Wind Gen(MU),2.0,0.0,32.0,38.0,0.0,72,72.0,2.7777777777777777,0.0,44.44444444444444,52.77777777777778,0.0,302.0,99.0,47.0,908.2857142857143,912.5,2013-04-18,2013-04-18,2013,4,18,3,0
Total,723.0,295.0,864.0,728.0,28.0,2637,2638.0,27.417519908987487,11.1869548729617,32.76450511945392,27.607129313613953,1.061812665908229,72.0,269.0,298.0,1246.5714285714287,990.4666666666667,2013-04-18,2013-04-18,2013,4,18,3,0
Total,719.0,285.0,828.0,718.0,27.0,2577,2577.0,27.900659681800544,11.059371362048893,32.13038416763679,27.86185487000388,1.0477299185098952,2637.0,2671.0,303.0,1233.142857142857,1066.2666666666667,2013-04-19,2013-04-19,2013,4,19,4,0
Hydro,137.0,33.0,35.0,69.0,5.0,279,279.0,49.10394265232975,11.827956989247312,12.544802867383511,24.731182795698924,1.7921146953405016,2577.0,84.0,2647.0,1261.0,987.3333333333334,2013-04-19,2013-04-19,2013,4,19,4,0
Wind Gen(MU),16.0,0.0,28.0,24.0,0.0,68,68.0,23.52941176470588,0.0,41.17647058823529,35.294117647058826,0.0,279.0,295.0,38.0,1228.5714285714287,988.3333333333334,2013-04-19,2013-04-19,2013,4,19,4,0
Hydro,135.0,27.0,37.0,52.0,6.0,258,257.0,52.32558139534884,10.465116279069768,14.34108527131783,20.155038759689923,2.3255813953488373,68.0,2665.0,308.0,884.7142857142857,986.6666666666666,2013-04-20,2013-04-20,2013,4,20,5,1
Wind Gen(MU),15.0,0.0,29.0,28.0,0.0,72,72.0,20.833333333333336,0.0,40.27777777777778,38.88888888888889,0.0,258.0,302.0,2620.0,851.8571428571429,901.7333333333333,2013-04-20,2013-04-20,2013,4,20,5,1
Total,716.0,273.0,794.0,710.0,26.0,2519,2519.0,28.423977768955933,10.837633981738785,31.5204446208813,28.18578801111552,1.0321556173084558,72.0,72.0,39.0,1201.4285714285713,984.4,2013-04-20,2013-04-20,2013,4,20,5,1
Wind Gen(MU),5.0,0.0,18.0,17.0,0.0,39,40.0,12.82051282051282,0.0,46.15384615384615,43.58974358974359,0.0,2519.0,2637.0,2628.0,830.2857142857143,898.1,2013-04-21,2013-04-21,2013,4,21,6,1
Total,681.0,265.0,797.0,685.0,27.0,2455,2455.0,27.73930753564155,10.79429735234216,32.46435845213849,27.90224032586558,1.0997963340122199,39.0,2577.0,41.0,812.8571428571429,978.5666666666667,2013-04-21,2013-04-21,2013,4,21,6,1
Hydro,131.0,25.0,31.0,48.0,5.0,239,240.0,54.811715481171554,10.460251046025103,12.97071129707113,20.0836820083682,2.092050209205021,2455.0,279.0,289.0,807.1428571428571,976.9,2013-04-21,2013-04-21,2013,4,21,6,1
Total,699.0,280.0,829.0,701.0,28.0,2537,2537.0,27.552227039810802,11.03665746945211,32.676389436342134,27.631060307449744,1.103665746945211,239.0,68.0,284.0,1159.857142857143,1052.0,2013-04-22,2013-04-22,2013,4,22,0,0
Hydro,133.0,34.0,39.0,55.0,5.0,266,266.0,50.0,12.781954887218044,14.661654135338345,20.676691729323306,1.8796992481203008,2537.0,258.0,39.0,1161.0,1059.5666666666666,2013-04-22,2013-04-22,2013,4,22,0,0
Wind Gen(MU),5.0,0.0,13.0,14.0,0.0,31,32.0,16.129032258064516,0.0,41.935483870967744,45.16129032258064,0.0,266.0,72.0,2643.0,1155.142857142857,972.5,2013-04-22,2013-04-22,2013,4,22,0,0
Hydro,137.0,37.0,67.0,57.0,6.0,304,304.0,45.06578947368421,12.171052631578947,22.039473684210524,18.75,1.9736842105263157,31.0,2519.0,36.0,838.7142857142857,981.4333333333333,2013-04-23,2013-04-23,2013,4,23,1,0
Wind Gen(MU),2.0,0.0,14.0,11.0,0.0,27,27.0,7.4074074074074066,0.0,51.85185185185185,40.74074074074074,0.0,304.0,39.0,278.0,837.0,973.0666666666667,2013-04-23,2013-04-23,2013,4,23,1,0
Total,723.0,298.0,852.0,705.0,28.0,2606,2606.0,27.743668457405985,11.435149654643132,32.69378357636224,27.05295471987721,1.0744435917114352,27.0,2455.0,2626.0,858.5714285714286,972.4,2013-04-23,2013-04-23,2013,4,23,1,0
Total,749.0,302.0,870.0,694.0,28.0,2642,2643.0,28.34973504920515,11.430734292202876,32.92959878879637,26.26797880393641,1.0598031794095382,2606.0,239.0,242.0,1201.857142857143,1052.4,2013-04-24,2013-04-24,2013,4,24,2,0
Hydro,147.0,38.0,63.0,67.0,5.0,319,320.0,46.08150470219436,11.912225705329153,19.74921630094044,21.003134796238246,1.5673981191222568,2642.0,2537.0,2542.0,885.0,978.3,2013-04-24,2013-04-24,2013,4,24,2,0
Wind Gen(MU),5.0,0.0,23.0,9.0,0.0,38,37.0,13.157894736842104,0.0,60.526315789473685,23.684210526315788,0.0,319.0,266.0,41.0,852.4285714285714,978.2,2013-04-24,2013-04-24,2013,4,24,2,0
Wind Gen(MU),5.0,0.0,33.0,11.0,0.0,49,49.0,10.204081632653061,0.0,67.3469387755102,22.448979591836736,0.0,38.0,31.0,266.0,855.0,970.9666666666667,2013-04-25,2013-04-25,2013,4,25,3,0
Total,754.0,315.0,862.0,695.0,27.0,2653,2653.0,28.420655861289106,11.87335092348285,32.49151903505466,26.196758386732,1.0177157934413872,49.0,304.0,2632.0,1190.5714285714287,971.6666666666666,2013-04-25,2013-04-25,2013,4,25,3,0
Hydro,156.0,36.0,54.0,58.0,4.0,307,308.0,50.814332247557005,11.726384364820847,17.58957654723127,18.892508143322477,1.3029315960912053,2653.0,27.0,78.0,1230.5714285714287,979.3,2013-04-25,2013-04-25,2013,4,25,3,0
Total,748.0,313.0,846.0,687.0,28.0,2622,2622.0,28.527841342486653,11.937452326468346,32.265446224256294,26.20137299771167,1.0678871090770405,307.0,2606.0,99.0,1232.857142857143,1063.4,2013-04-26,2013-04-26,2013,4,26,4,0
Hydro,170.0,29.0,39.0,57.0,5.0,299,300.0,56.85618729096989,9.698996655518394,13.043478260869565,19.063545150501675,1.6722408026755853,2622.0,2642.0,269.0,898.1428571428571,1064.4,2013-04-26,2013-04-26,2013,4,26,4,0
Wind Gen(MU),5.0,0.0,26.0,7.0,0.0,39,38.0,12.82051282051282,0.0,66.66666666666666,17.94871794871795,0.0,299.0,319.0,2671.0,858.1428571428571,976.6666666666666,2013-04-26,2013-04-26,2013,4,26,4,0
Wind Gen(MU),6.0,0.0,29.0,10.0,0.0,46,45.0,13.043478260869565,0.0,63.04347826086957,21.73913043478261,0.0,39.0,38.0,84.0,859.2857142857143,975.4,2013-04-27,2013-04-27,2013,4,27,5,1
Total,748.0,332.0,876.0,695.0,27.0,2677,2678.0,27.941725812476655,12.401942472917444,32.723197609264105,25.96189764661935,1.0085917071348525,46.0,49.0,295.0,1234.7142857142858,1054.8,2013-04-27,2013-04-27,2013,4,27,5,1
Hydro,171.0,46.0,40.0,59.0,4.0,320,320.0,53.43750000000001,14.374999999999998,12.5,18.4375,1.25,2677.0,2653.0,2665.0,901.4285714285714,976.6333333333333,2013-04-27,2013-04-27,2013,4,27,5,1
Wind Gen(MU),7.0,0.0,31.0,29.0,0.0,67,67.0,10.44776119402985,0.0,46.26865671641791,43.28358208955223,0.0,320.0,307.0,302.0,867.1428571428571,968.8,2013-04-28,2013-04-28,2013,4,28,6,1
Total,736.0,316.0,865.0,691.0,27.0,2635,2635.0,27.931688804554078,11.992409867172675,32.82732447817837,26.223908918406075,1.0246679316888045,67.0,2622.0,72.0,869.0,1054.2333333333333,2013-04-28,2013-04-28,2013,4,28,6,1
Hydro,159.0,40.0,30.0,32.0,4.0,265,265.0,60.0,15.09433962264151,11.320754716981133,12.075471698113208,1.509433962264151,2635.0,299.0,2637.0,864.1428571428571,975.1666666666666,2013-04-28,2013-04-28,2013,4,28,6,1
Total,767.0,328.0,895.0,695.0,28.0,2713,2713.0,28.271286398820493,12.089937338739402,32.98931072613343,25.617397714706968,1.0320678215997052,265.0,39.0,2577.0,1246.142857142857,979.7,2013-04-29,2013-04-29,2013,4,29,0,0
Hydro,160.0,46.0,39.0,48.0,5.0,298,298.0,53.691275167785236,15.436241610738255,13.087248322147651,16.10738255033557,1.6778523489932886,2713.0,46.0,279.0,1282.142857142857,980.3333333333334,2013-04-29,2013-04-29,2013,4,29,0,0
Wind Gen(MU),5.0,0.0,28.0,20.0,0.0,53,53.0,9.433962264150944,0.0,52.83018867924528,37.735849056603776,0.0,298.0,2677.0,68.0,907.2857142857143,979.8333333333334,2013-04-29,2013-04-29,2013,4,29,0,0
Hydro,167.0,51.0,38.0,58.0,4.0,318,318.0,52.51572327044025,16.037735849056602,11.949685534591195,18.238993710691823,1.257861635220126,53.0,320.0,258.0,907.0,981.8333333333334,2013-04-30,2013-04-30,2013,4,30,1,0
Total,787.0,335.0,902.0,703.0,28.0,2754,2755.0,28.576615831517792,12.164124909222949,32.752360203340594,25.526506899055917,1.016702977487291,318.0,67.0,72.0,1290.857142857143,1071.2333333333333,2013-04-30,2013-04-30,2013,4,30,1,0
Wind Gen(MU),6.0,0.0,19.0,7.0,0.0,32,32.0,18.75,0.0,59.375,21.875,0.0,2754.0,2635.0,2519.0,919.0,988.3333333333334,2013-04-30,2013-04-30,2013,4,30,1,0
Total,783.0,319.0,856.0,677.0,28.0,2663,2663.0,29.402929027412693,11.97897108524221,32.144198272624855,25.42245587683064,1.0514457378895983,32.0,265.0,39.0,1261.5714285714287,1075.8,2013-05-01,2013-05-01,2013,5,1,2,0
Wind Gen(MU),8.0,0.0,20.0,8.0,0.0,36,36.0,22.22222222222222,0.0,55.55555555555556,22.22222222222222,0.0,2663.0,2713.0,2455.0,879.1428571428571,995.1666666666666,2013-05-01,2013-05-01,2013,5,1,2,0
Hydro,166.0,48.0,29.0,44.0,6.0,293,293.0,56.655290102389074,16.38225255972696,9.897610921501707,15.017064846416384,2.04778156996587,36.0,298.0,239.0,878.4285714285714,996.9666666666667,2013-05-01,2013-05-01,2013,5,1,2,0
Total,784.0,327.0,873.0,688.0,25.0,2696,2697.0,29.080118694362017,12.129080118694361,32.381305637982194,25.519287833827892,0.9272997032640948,293.0,53.0,2537.0,1256.0,1002.2666666666667,2013-05-02,2013-05-02,2013,5,2,3,0
Hydro,165.0,55.0,39.0,55.0,4.0,319,318.0,51.724137931034484,17.24137931034483,12.225705329153605,17.24137931034483,1.2539184952978055,2696.0,318.0,266.0,1256.142857142857,1004.0333333333333,2013-05-02,2013-05-02,2013,5,2,3,0
Wind Gen(MU),2.0,0.0,27.0,26.0,0.0,55,55.0,3.6363636363636362,0.0,49.09090909090909,47.27272727272727,0.0,319.0,2754.0,31.0,870.5714285714286,1004.8333333333334,2013-05-02,2013-05-02,2013,5,2,3,0
Total,793.0,320.0,876.0,722.0,25.0,2736,2736.0,28.983918128654974,11.695906432748536,32.01754385964912,26.38888888888889,0.9137426900584795,55.0,32.0,304.0,1256.857142857143,1085.9,2013-05-03,2013-05-03,2013,5,3,4,0
Hydro,164.0,52.0,34.0,54.0,8.0,312,312.0,52.56410256410257,16.666666666666664,10.897435897435898,17.307692307692307,2.564102564102564,2736.0,2663.0,27.0,921.0,1095.4,2013-05-03,2013-05-03,2013,5,3,4,0
Wind Gen(MU),3.0,0.0,43.0,46.0,0.0,92,92.0,3.260869565217391,0.0,46.73913043478261,50.0,0.0,312.0,36.0,2606.0,929.0,1011.6,2013-05-03,2013-05-03,2013,5,3,4,0
Total,797.0,312.0,880.0,714.0,25.0,2728,2728.0,29.215542521994138,11.436950146627565,32.25806451612903,26.173020527859236,0.9164222873900294,92.0,293.0,2642.0,1276.857142857143,1014.4666666666667,2013-05-04,2013-05-04,2013,5,4,5,1
Wind Gen(MU),9.0,0.0,45.0,33.0,0.0,87,87.0,10.344827586206897,0.0,51.724137931034484,37.93103448275862,0.0,2728.0,2696.0,319.0,904.1428571428571,1006.7333333333333,2013-05-04,2013-05-04,2013,5,4,5,1
Hydro,169.0,47.0,40.0,57.0,6.0,319,319.0,52.97805642633229,14.733542319749215,12.539184952978054,17.86833855799373,1.8808777429467085,87.0,319.0,38.0,904.1428571428571,1016.1,2013-05-04,2013-05-04,2013,5,4,5,1
Wind Gen(MU),6.0,0.0,40.0,13.0,0.0,60,59.0,10.0,0.0,66.66666666666666,21.666666666666668,0.0,319.0,55.0,49.0,904.8571428571429,1016.4666666666667,2013-05-05,2013-05-05,2013,5,5,6,1
Total,795.0,296.0,862.0,688.0,24.0,2666,2665.0,29.819954988747188,11.10277569392348,32.3330832708177,25.806451612903224,0.9002250562640659,60.0,2736.0,2653.0,894.8571428571429,1016.9,2013-05-05,2013-05-05,2013,5,5,6,1
Hydro,170.0,45.0,41.0,51.0,9.0,317,316.0,53.62776025236593,14.195583596214512,12.933753943217665,16.08832807570978,2.8391167192429023,2666.0,312.0,307.0,895.5714285714286,1017.2333333333333,2013-05-05,2013-05-05,2013,5,5,6,1
Total,823.0,307.0,888.0,696.0,26.0,2739,2740.0,30.04746257758306,11.208470244614823,32.420591456736034,25.410733844468787,0.9492515516611902,317.0,92.0,2622.0,1273.7142857142858,1021.1333333333333,2013-05-06,2013-05-06,2013,5,6,0,0
Hydro,177.0,37.0,57.0,64.0,10.0,344,345.0,51.45348837209303,10.755813953488373,16.569767441860463,18.6046511627907,2.9069767441860463,2739.0,2728.0,299.0,933.1428571428571,1022.6333333333333,2013-05-06,2013-05-06,2013,5,6,0,0
Wind Gen(MU),4.0,0.0,24.0,11.0,0.0,39,39.0,10.256410256410255,0.0,61.53846153846154,28.205128205128204,0.0,344.0,87.0,39.0,926.2857142857143,1022.6333333333333,2013-05-06,2013-05-06,2013,5,6,0,0
Total,811.0,312.0,891.0,701.0,27.0,2743,2742.0,29.566168428727668,11.374407582938389,32.48268319358367,25.555960627050673,0.984323733138899,39.0,319.0,46.0,1272.5714285714287,1112.5333333333333,2013-05-07,2013-05-07,2013,5,7,1,0
Hydro,173.0,37.0,69.0,61.0,9.0,348,349.0,49.712643678160916,10.632183908045976,19.82758620689655,17.52873563218391,2.586206896551724,2743.0,60.0,2677.0,1313.7142857142858,1034.9,2013-05-07,2013-05-07,2013,5,7,1,0
Wind Gen(MU),4.0,0.0,26.0,23.0,0.0,53,53.0,7.547169811320755,0.0,49.056603773584904,43.39622641509434,0.0,348.0,2666.0,320.0,940.4285714285714,1026.0,2013-05-07,2013-05-07,2013,5,7,1,0
Wind Gen(MU),12.0,0.0,32.0,46.0,0.0,90,90.0,13.333333333333334,0.0,35.55555555555556,51.11111111111111,0.0,53.0,317.0,67.0,908.0,1026.7666666666667,2013-05-08,2013-05-08,2013,5,8,2,0
Hydro,182.0,43.0,64.0,64.0,9.0,362,362.0,50.27624309392266,11.878453038674033,17.67955801104972,17.67955801104972,2.4861878453038675,90.0,2739.0,2635.0,568.4285714285714,951.0,2013-05-08,2013-05-08,2013,5,8,2,0
Total,836.0,328.0,892.0,729.0,28.0,2813,2813.0,29.719161038037683,11.660149306789904,31.70991823675791,25.91539281905439,0.9953785993601136,362.0,344.0,265.0,921.1428571428571,1035.9333333333334,2013-05-08,2013-05-08,2013,5,8,2,0
Hydro,198.0,43.0,49.0,56.0,11.0,356,357.0,55.61797752808989,12.07865168539326,13.764044943820226,15.730337078651685,3.089887640449438,2813.0,39.0,2713.0,966.4285714285714,957.3666666666667,2013-05-09,2013-05-09,2013,5,9,3,0
Wind Gen(MU),11.0,0.0,33.0,54.0,0.0,98,98.0,11.224489795918368,0.0,33.6734693877551,55.10204081632652,0.0,356.0,2743.0,298.0,588.5714285714286,950.7,2013-05-09,2013-05-09,2013,5,9,3,0
Total,852.0,327.0,894.0,714.0,27.0,2815,2814.0,30.266429840142095,11.616341030195382,31.758436944937834,25.364120781527532,0.9591474245115453,98.0,348.0,53.0,941.0,1042.7666666666667,2013-05-09,2013-05-09,2013,5,9,3,0
Wind Gen(MU),16.0,0.0,32.0,66.0,0.0,113,114.0,14.15929203539823,0.0,28.31858407079646,58.4070796460177,0.0,2815.0,53.0,318.0,949.5714285714286,1035.9333333333334,2013-05-10,2013-05-10,2013,5,10,4,0
Total,857.0,327.0,878.0,722.0,27.0,2812,2811.0,30.476529160739684,11.628733997155049,31.223328591749645,25.675675675675674,0.9601706970128023,113.0,90.0,2754.0,1338.4285714285713,1037.8666666666666,2013-05-10,2013-05-10,2013,5,10,4,0
Hydro,214.0,49.0,43.0,45.0,10.0,360,361.0,59.44444444444444,13.61111111111111,11.944444444444445,12.5,2.7777777777777777,2812.0,362.0,32.0,1338.142857142857,1048.8,2013-05-10,2013-05-10,2013,5,10,4,0
Total,819.0,327.0,869.0,721.0,29.0,2764,2765.0,29.630969609261935,11.83068017366136,31.439942112879883,26.085383502170767,1.049204052098408,360.0,2813.0,2663.0,1331.142857142857,1052.1666666666667,2013-05-11,2013-05-11,2013,5,11,5,1
Hydro,211.0,49.0,32.0,43.0,11.0,346,346.0,60.982658959537574,14.16184971098266,9.248554913294797,12.427745664739884,3.1791907514450863,2764.0,356.0,36.0,1329.7142857142858,1062.5,2013-05-11,2013-05-11,2013,5,11,5,1
Wind Gen(MU),8.0,0.0,39.0,67.0,0.0,114,114.0,7.017543859649122,0.0,34.21052631578947,58.77192982456141,0.0,346.0,98.0,293.0,1332.0,1056.5333333333333,2013-05-11,2013-05-11,2013,5,11,5,1
Wind Gen(MU),14.0,0.0,44.0,81.0,0.0,138,139.0,10.144927536231885,0.0,31.88405797101449,58.69565217391305,0.0,114.0,2815.0,2696.0,949.5714285714286,971.2666666666667,2013-05-12,2013-05-12,2013,5,12,6,1
Hydro,217.0,44.0,26.0,27.0,13.0,327,327.0,66.36085626911316,13.455657492354739,7.951070336391437,8.256880733944955,3.9755351681957185,138.0,113.0,319.0,980.1428571428571,971.5333333333333,2013-05-12,2013-05-12,2013,5,12,6,1
Total,789.0,289.0,844.0,691.0,26.0,2640,2639.0,29.88636363636364,10.946969696969697,31.96969696969697,26.174242424242422,0.9848484848484848,327.0,2812.0,55.0,955.5714285714286,1057.7,2013-05-12,2013-05-12,2013,5,12,6,1
Total,809.0,288.0,868.0,712.0,27.0,2704,2704.0,29.918639053254438,10.650887573964498,32.10059171597633,26.331360946745562,0.9985207100591716,2640.0,360.0,2736.0,1290.4285714285713,1056.6333333333334,2013-05-13,2013-05-13,2013,5,13,0,0
Hydro,202.0,54.0,50.0,40.0,14.0,360,360.0,56.111111111111114,15.0,13.88888888888889,11.11111111111111,3.888888888888889,2704.0,2764.0,312.0,947.0,1058.2333333333333,2013-05-13,2013-05-13,2013,5,13,0,0
Wind Gen(MU),8.0,0.0,30.0,69.0,0.0,106,107.0,7.547169811320755,0.0,28.30188679245283,65.09433962264151,0.0,360.0,346.0,92.0,912.7142857142857,1058.7,2013-05-13,2013-05-13,2013,5,13,0,0
Hydro,202.0,52.0,47.0,39.0,16.0,356,356.0,56.74157303370787,14.606741573033707,13.202247191011235,10.955056179775282,4.49438202247191,106.0,114.0,2728.0,947.2857142857143,979.6333333333333,2013-05-14,2013-05-14,2013,5,14,1,0
Wind Gen(MU),7.0,0.0,33.0,89.0,0.0,129,129.0,5.426356589147287,0.0,25.581395348837212,68.9922480620155,0.0,356.0,138.0,87.0,946.0,981.0333333333333,2013-05-14,2013-05-14,2013,5,14,1,0
Total,835.0,303.0,880.0,732.0,28.0,2777,2778.0,30.068419157364062,10.91105509542672,31.688872884407633,26.35938062657544,1.0082823190493337,129.0,327.0,319.0,1296.0,1062.9666666666667,2013-05-14,2013-05-14,2013,5,14,1,0
Hydro,203.0,50.0,50.0,37.0,14.0,355,354.0,57.183098591549296,14.084507042253522,14.084507042253522,10.422535211267606,3.943661971830986,2777.0,2640.0,60.0,969.5714285714286,1072.8,2013-05-15,2013-05-15,2013,5,15,2,0
Wind Gen(MU),8.0,0.0,34.0,95.0,0.0,137,137.0,5.839416058394161,0.0,24.817518248175183,69.34306569343066,0.0,355.0,2704.0,2666.0,602.8571428571429,988.5,2013-05-15,2013-05-15,2013,5,15,2,0
Total,840.0,308.0,873.0,731.0,32.0,2784,2784.0,30.17241379310345,11.063218390804598,31.35775862068966,26.257183908045977,1.1494252873563218,137.0,360.0,317.0,949.1428571428571,1070.7333333333333,2013-05-15,2013-05-15,2013,5,15,2,0
Total,855.0,310.0,875.0,728.0,29.0,2797,2797.0,30.568466213800498,11.083303539506614,31.28351805505899,26.027887021809082,1.0368251698248123,2784.0,106.0,2739.0,1333.5714285714287,1072.6666666666667,2013-05-16,2013-05-16,2013,5,16,3,0
Hydro,204.0,47.0,49.0,43.0,13.0,356,356.0,57.30337078651685,13.202247191011235,13.764044943820226,12.07865168539326,3.651685393258427,2797.0,356.0,344.0,1333.5714285714287,1073.0666666666666,2013-05-16,2013-05-16,2013,5,16,3,0
Wind Gen(MU),10.0,0.0,42.0,68.0,0.0,120,120.0,8.333333333333332,0.0,35.0,56.666666666666664,0.0,356.0,129.0,39.0,1332.2857142857142,1075.7666666666667,2013-05-16,2013-05-16,2013,5,16,3,0
Total,879.0,300.0,869.0,708.0,30.0,2786,2786.0,31.550610193826273,10.768126346015794,31.191672648959077,25.41277817659727,1.0768126346015794,120.0,2777.0,2743.0,1333.5714285714287,1077.2,2013-05-17,2013-05-17,2013,5,17,4,0
Hydro,217.0,47.0,43.0,53.0,14.0,374,374.0,58.02139037433155,12.566844919786096,11.497326203208557,14.171122994652407,3.7433155080213902,2786.0,355.0,348.0,1336.2857142857142,1078.0666666666666,2013-05-17,2013-05-17,2013,5,17,4,0
